id,name,year,code,url,slug,location,sgl_draw_url,sgl_pdf_url,indoor_outdoor,surface,series_id,start_dtm,finish_dtm,sgl_draw_qty,dbl_draw_qty,prize_money,prize_currency,country_code 
2005-472,Cordoba,2005,472,http://www.atpworldtour.com/en/scores/archive/cordoba/472/2005/results,cordoba,Cordoba,http://www.atpworldtour.com/en/scores/archive/cordoba/472/2005/draws,http://www.protennislive.com/posting/2005/472/mds.pdf,Outdoor,Hard,ch,20050627,,32,32,100000,$,ARG
2005-688,Montauban,2005,688,http://www.atpworldtour.com/en/scores/archive/montauban/688/2005/results,montauban,Montauban,http://www.atpworldtour.com/en/scores/archive/montauban/688/2005/draws,http://www.protennislive.com/posting/2005/688/mds.pdf,Outdoor,Clay,ch,20050627,,32,32,25000,$,FRA
2005-1631,Nottingham,2005,1631,http://www.atpworldtour.com/en/scores/archive/nottingham/1631/2005/results,nottingham,Nottingham,http://www.atpworldtour.com/en/scores/archive/nottingham/1631/2005/draws,http://www.protennislive.com/posting/2005/1631/mds.pdf,Outdoor,Grass,ch,20050704,,32,32,25000,$,GBR
2005-314,Gstaad,2005,314,http://www.atpworldtour.com/en/scores/archive/gstaad/314/2005/results,gstaad,Gstaad,http://www.atpworldtour.com/en/scores/archive/gstaad/314/2005/draws,http://www.protennislive.com/posting/2005/314/mds.pdf,Outdoor,Clay,atp,20050704,,32,32,495000,$,SUI
2005-315,Newport,2005,315,http://www.atpworldtour.com/en/scores/archive/newport/315/2005/results,newport,Newport,http://www.atpworldtour.com/en/scores/archive/newport/315/2005/draws,http://www.protennislive.com/posting/2005/315/mds.pdf,Outdoor,Grass,atp,20050704,,32,32,380000,$,USA
2005-316,Bastad,2005,316,http://www.atpworldtour.com/en/scores/archive/bastad/316/2005/results,bastad,Bastad,http://www.atpworldtour.com/en/scores/archive/bastad/316/2005/draws,http://www.protennislive.com/posting/2005/316/mds.pdf,Outdoor,Clay,atp,20050704,,32,32,380000,$,SWE
2005-393,Budaors,2005,393,http://www.atpworldtour.com/en/scores/archive/budaors/393/2005/results,budaors,Budaors,http://www.atpworldtour.com/en/scores/archive/budaors/393/2005/draws,http://www.protennislive.com/posting/2005/393/mds.pdf,Outdoor,Clay,ch,20050704,,32,32,25000,$,HUN
2005-686,Scheveningen,2005,686,http://www.atpworldtour.com/en/scores/archive/scheveningen/686/2005/results,scheveningen,Scheveningen,http://www.atpworldtour.com/en/scores/archive/scheveningen/686/2005/draws,http://www.protennislive.com/posting/2005/686/mds.pdf,Outdoor,Clay,ch,20050704,,32,32,50000,$,NED
2005-833,Oberstaufen,2005,833,http://www.atpworldtour.com/en/scores/archive/oberstaufen/833/2005/results,oberstaufen,Oberstaufen,http://www.atpworldtour.com/en/scores/archive/oberstaufen/833/2005/draws,http://www.protennislive.com/posting/2005/833/mds.pdf,Outdoor,Clay,ch,20050704,,32,32,25000,$,GER
2005-845,Mantova,2005,845,http://www.atpworldtour.com/en/scores/archive/mantova/845/2005/results,mantova,Mantova,http://www.atpworldtour.com/en/scores/archive/mantova/845/2005/draws,http://www.protennislive.com/posting/2005/845/mds.pdf,Outdoor,Clay,ch,20050704,,32,32,25000,$,ITA
2005-2117,Rimini,2005,2117,http://www.atpworldtour.com/en/scores/archive/rimini/2117/2005/results,rimini,Rimini,http://www.atpworldtour.com/en/scores/archive/rimini/2117/2005/draws,http://www.protennislive.com/posting/2005/2117/mds.pdf,Outdoor,Clay,ch,20050711,,32,32,50000,$,ITA
2005-467,Aptos,2005,467,http://www.atpworldtour.com/en/scores/archive/aptos/467/2005/results,aptos,Aptos,http://www.atpworldtour.com/en/scores/archive/aptos/467/2005/draws,http://www.protennislive.com/posting/2005/467/mds.pdf,Outdoor,Hard,ch,20050711,,32,32,75000,$,USA
2005-583,Manchester,2005,583,http://www.atpworldtour.com/en/scores/archive/manchester/583/2005/results,manchester,Manchester,http://www.atpworldtour.com/en/scores/archive/manchester/583/2005/draws,http://www.protennislive.com/posting/2005/583/mds.pdf,Outdoor,Grass,ch,20050711,,32,32,25000,$,GBR
2005-221,Tampere,2005,221,http://www.atpworldtour.com/en/scores/archive/tampere/221/2005/results,tampere,Tampere,http://www.atpworldtour.com/en/scores/archive/tampere/221/2005/draws,http://www.protennislive.com/posting/2005/221/mds.pdf,Outdoor,Clay,ch,20050718,,32,32,50000,$,FIN
2005-317,Amersfoort,2005,317,http://www.atpworldtour.com/en/scores/archive/amersfoort/317/2005/results,amersfoort,Amersfoort,http://www.atpworldtour.com/en/scores/archive/amersfoort/317/2005/draws,http://www.protennislive.com/posting/2005/317/mds.pdf,Outdoor,Clay,atp,20050718,,32,32,380000,$,NED
2005-321,Stuttgart,2005,321,http://www.atpworldtour.com/en/scores/archive/stuttgart/321/2005/results,stuttgart,Stuttgart,http://www.atpworldtour.com/en/scores/archive/stuttgart/321/2005/draws,http://www.protennislive.com/posting/2005/321/mds.pdf,Outdoor,Clay,atp,20050718,,48,48,719000,$,GER
2005-419,Indianapolis,2005,419,http://www.atpworldtour.com/en/scores/archive/indianapolis/419/2005/results,indianapolis,Indianapolis,http://www.atpworldtour.com/en/scores/archive/indianapolis/419/2005/draws,http://www.protennislive.com/posting/2005/419/mds.pdf,Outdoor,Hard,atp,20050718,,48,48,600000,$,USA
2005-576,Bogota,2005,576,http://www.atpworldtour.com/en/scores/archive/bogota/576/2005/results,bogota,Bogota,http://www.atpworldtour.com/en/scores/archive/bogota/576/2005/draws,http://www.protennislive.com/posting/2005/576/mds.pdf,Outdoor,Clay,ch,20050718,,32,32,50000,$,COL
2005-770,Tarzana,2005,770,http://www.atpworldtour.com/en/scores/archive/tarzana/770/2005/results,tarzana,Tarzana,http://www.atpworldtour.com/en/scores/archive/tarzana/770/2005/draws,http://www.protennislive.com/posting/2005/770/mds.pdf,Outdoor,Hard,ch,20050718,,32,32,50000,$,USA
2005-1743,Recanati,2005,1743,http://www.atpworldtour.com/en/scores/archive/recanati/1743/2005/results,recanati,Recanati,http://www.atpworldtour.com/en/scores/archive/recanati/1743/2005/draws,http://www.protennislive.com/posting/2005/1743/mds.pdf,Outdoor,Hard,ch,20050725,,32,32,25000,$,ITA
2005-1750,Valladolid,2005,1750,http://www.atpworldtour.com/en/scores/archive/valladolid/1750/2005/results,valladolid,Valladolid,http://www.atpworldtour.com/en/scores/archive/valladolid/1750/2005/draws,http://www.protennislive.com/posting/2005/1750/mds.pdf,Outdoor,Hard,ch,20050725,,32,32,37500,$,ESP
2005-319,Kitzbuhel,2005,319,http://www.atpworldtour.com/en/scores/archive/kitzbuhel/319/2005/results,kitzbuhel,Kitzbuhel,http://www.atpworldtour.com/en/scores/archive/kitzbuhel/319/2005/draws,http://www.protennislive.com/posting/2005/319/mds.pdf,Outdoor,Clay,atp,20050725,,48,48,760000,$,AUT
2005-423,Los Angeles,2005,423,http://www.atpworldtour.com/en/scores/archive/los-angeles/423/2005/results,los-angeles,Los Angeles,http://www.atpworldtour.com/en/scores/archive/los-angeles/423/2005/draws,http://www.protennislive.com/posting/2005/423/mds.pdf,Outdoor,Hard,atp,20050725,,32,32,380000,$,USA
2005-439,Umag,2005,439,http://www.atpworldtour.com/en/scores/archive/umag/439/2005/results,umag,Umag,http://www.atpworldtour.com/en/scores/archive/umag/439/2005/draws,http://www.protennislive.com/posting/2005/439/mds.pdf,Outdoor,Clay,atp,20050725,,32,32,400000,$,CRO
2005-586,Lexington,2005,586,http://www.atpworldtour.com/en/scores/archive/lexington/586/2005/results,lexington,Lexington,http://www.atpworldtour.com/en/scores/archive/lexington/586/2005/draws,http://www.protennislive.com/posting/2005/586/mds.pdf,Outdoor,Hard,ch,20050725,,32,32,50000,$,USA
2005-687,Togliatti,2005,687,http://www.atpworldtour.com/en/scores/archive/togliatti/687/2005/results,togliatti,Togliatti,http://www.atpworldtour.com/en/scores/archive/togliatti/687/2005/draws,http://www.protennislive.com/posting/2005/687/mds.pdf,Outdoor,Hard,ch,20050725,,32,32,25000,$,RUS
2005-786,Poznan,2005,786,http://www.atpworldtour.com/en/scores/archive/poznan/786/2005/results,poznan,Poznan,http://www.atpworldtour.com/en/scores/archive/poznan/786/2005/draws,http://www.protennislive.com/posting/2005/786/mds.pdf,Outdoor,Clay,ch,20050725,,32,32,100000,$,POL
2005-849,Campos Do Jordao-1,2005,849,http://www.atpworldtour.com/en/scores/archive/campos-do-jordao/849/2005/results,campos-do-jordao,Campos Do Jordao,http://www.atpworldtour.com/en/scores/archive/campos-do-jordao/849/2005/draws,http://www.protennislive.com/posting/2005/849/mds.pdf,Outdoor,Hard,ch,20050725,,32,32,50000,$,BRA
2005-877,Granby,2005,877,http://www.atpworldtour.com/en/scores/archive/granby/877/2005/results,granby,Granby,http://www.atpworldtour.com/en/scores/archive/granby/877/2005/draws,http://www.protennislive.com/posting/2005/877/mds.pdf,Outdoor,Hard,ch,20050725,,32,32,50000,$,CAN
2005-1604,Trani,2005,1604,http://www.atpworldtour.com/en/scores/archive/trani/1604/2005/results,trani,Trani,http://www.atpworldtour.com/en/scores/archive/trani/1604/2005/draws,http://www.protennislive.com/posting/2005/1604/mds.pdf,Outdoor,Clay,ch,20050801,,32,32,50000,$,ITA
2005-2118,Saransk,2005,2118,http://www.atpworldtour.com/en/scores/archive/saransk/2118/2005/results,saransk,Saransk,http://www.atpworldtour.com/en/scores/archive/saransk/2118/2005/draws,http://www.protennislive.com/posting/2005/2118/mds.pdf,Outdoor,Clay,ch,20050801,,32,32,25000,$,RUS
2005-2119,Timisoara,2005,2119,http://www.atpworldtour.com/en/scores/archive/timisoara/2119/2005/results,timisoara,Timisoara,http://www.atpworldtour.com/en/scores/archive/timisoara/2119/2005/draws,http://www.protennislive.com/posting/2005/2119/mds.pdf,Outdoor,Clay,ch,20050801,,32,32,25000,$,ROU
2005-234,Belo Horizonte,2005,234,http://www.atpworldtour.com/en/scores/archive/belo-horizonte/234/2005/results,belo-horizonte,Belo Horizonte,http://www.atpworldtour.com/en/scores/archive/belo-horizonte/234/2005/draws,http://www.protennislive.com/posting/2005/234/mds.pdf,Outdoor,Hard,ch,20050801,,32,32,25000,$,BRA
2005-254,Vancouver,2005,254,http://www.atpworldtour.com/en/scores/archive/vancouver/254/2005/results,vancouver,Vancouver,http://www.atpworldtour.com/en/scores/archive/vancouver/254/2005/draws,http://www.protennislive.com/posting/2005/254/mds.pdf,Outdoor,Hard,ch,20050801,,32,32,100000,$,CAN
2005-418,Washington,2005,418,http://www.atpworldtour.com/en/scores/archive/washington/418/2005/results,washington,Washington,http://www.atpworldtour.com/en/scores/archive/washington/418/2005/draws,http://www.protennislive.com/posting/2005/418/mds.pdf,Outdoor,Hard,atp,20050801,,48,48,600000,$,USA
2005-475,Sopot,2005,475,http://www.atpworldtour.com/en/scores/archive/sopot/475/2005/results,sopot,Sopot,http://www.atpworldtour.com/en/scores/archive/sopot/475/2005/draws,http://www.protennislive.com/posting/2005/475/mds.pdf,Outdoor,Clay,atp,20050801,,32,32,500000,$,POL
2005-783,Segovia,2005,783,http://www.atpworldtour.com/en/scores/archive/segovia/783/2005/results,segovia,Segovia,http://www.atpworldtour.com/en/scores/archive/segovia/783/2005/draws,http://www.protennislive.com/posting/2005/783/mds.pdf,Outdoor,Hard,ch,20050801,,32,32,100000,$,ESP
2005-2251,Pamplona,2005,2251,http://www.atpworldtour.com/en/scores/archive/pamplona/2251/2005/results,pamplona,Pamplona,http://www.atpworldtour.com/en/scores/archive/pamplona/2251/2005/draws,http://www.protennislive.com/posting/2005/2251/mds.pdf,Outdoor,Hard,ch,20050808,,32,32,37500,$,ESP
2005-383,Graz,2005,383,http://www.atpworldtour.com/en/scores/archive/graz/383/2005/results,graz,Graz,http://www.atpworldtour.com/en/scores/archive/graz/383/2005/draws,http://www.protennislive.com/posting/2005/383/mds.pdf,Outdoor,Hard,ch,20050808,,32,32,25000,$,GER
2005-421,ATP Masters 1000 Canada,2005,421,http://www.atpworldtour.com/en/scores/archive/montreal/421/2005/results,montreal,Montreal,http://www.atpworldtour.com/en/scores/archive/montreal/421/2005/draws,http://www.protennislive.com/posting/2005/421/mds.pdf,Outdoor,Hard,1000,20050808,,64,64,2450000,$,CAN
2005-670,Binghamton,2005,670,http://www.atpworldtour.com/en/scores/archive/binghamton/670/2005/results,binghamton,Binghamton,http://www.atpworldtour.com/en/scores/archive/binghamton/670/2005/draws,http://www.protennislive.com/posting/2005/670/mds.pdf,Outdoor,Hard,ch,20050808,,32,32,50000,$,USA
2005-799,Gramado,2005,799,http://www.atpworldtour.com/en/scores/archive/gramado/799/2005/results,gramado,Gramado,http://www.atpworldtour.com/en/scores/archive/gramado/799/2005/draws,http://www.protennislive.com/posting/2005/799/mds.pdf,Outdoor,Hard,ch,20050808,,32,32,25000,$,BRA
2005-841,San Marino,2005,841,http://www.atpworldtour.com/en/scores/archive/san-marino/841/2005/results,san-marino,San Marino,http://www.atpworldtour.com/en/scores/archive/san-marino/841/2005/draws,http://www.protennislive.com/posting/2005/841/mds.pdf,Outdoor,Clay,ch,20050808,,32,32,100000,$,SMR
2005-2120,Cordenons,2005,2120,http://www.atpworldtour.com/en/scores/archive/cordenons/2120/2005/results,cordenons,Cordenons,http://www.atpworldtour.com/en/scores/archive/cordenons/2120/2005/draws,http://www.protennislive.com/posting/2005/2120/mds.pdf,Outdoor,Clay,ch,20050815,,32,32,50000,$,ITA
2005-2121,Manta,2005,2121,http://www.atpworldtour.com/en/scores/archive/manta/2121/2005/results,manta,Manta,http://www.atpworldtour.com/en/scores/archive/manta/2121/2005/draws,http://www.protennislive.com/posting/2005/2121/mds.pdf,Outdoor,Hard,ch,20050815,,32,32,25000,$,ECU
2005-2252,Vigo,2005,2252,http://www.atpworldtour.com/en/scores/archive/vigo/2252/2005/results,vigo,Vigo,http://www.atpworldtour.com/en/scores/archive/vigo/2252/2005/draws,http://www.protennislive.com/posting/2005/2252/mds.pdf,Outdoor,Clay,ch,20050815,,32,32,37500,$,ESP
2005-422,ATP Masters 1000 Cincinnati,2005,422,http://www.atpworldtour.com/en/scores/archive/cincinnati/422/2005/results,cincinnati,Cincinnati,http://www.atpworldtour.com/en/scores/archive/cincinnati/422/2005/draws,http://www.protennislive.com/posting/2005/422/mds.pdf,Outdoor,Hard,1000,20050815,,64,64,2450000,$,USA
2005-447,Samarkand,2005,447,http://www.atpworldtour.com/en/scores/archive/samarkand/447/2005/results,samarkand,Samarkand,http://www.atpworldtour.com/en/scores/archive/samarkand/447/2005/draws,http://www.protennislive.com/posting/2005/447/mds.pdf,Outdoor,Clay,ch,20050815,,32,32,25000,$,UZB
2005-666,Bronx,2005,666,http://www.atpworldtour.com/en/scores/archive/bronx/666/2005/results,bronx,Bronx,http://www.atpworldtour.com/en/scores/archive/bronx/666/2005/draws,http://www.protennislive.com/posting/2005/666/mds.pdf,Outdoor,Hard,ch,20050815,,32,32,50000,$,USA
2005-3348,New Haven,2005,3348,http://www.atpworldtour.com/en/scores/archive/new-haven/3348/2005/results,new-haven,New Haven,http://www.atpworldtour.com/en/scores/archive/new-haven/3348/2005/draws,http://www.protennislive.com/posting/2005/3348/mds.pdf,Outdoor,Hard,atp,20050822,,48,48,675000,$,USA
2005-471,Geneva,2005,471,http://www.atpworldtour.com/en/scores/archive/geneva/471/2005/results,geneva,Geneva,http://www.atpworldtour.com/en/scores/archive/geneva/471/2005/draws,http://www.protennislive.com/posting/2005/471/mds.pdf,Outdoor,Clay,ch,20050822,,32,32,37500,$,SUI
2005-486,Manerbio,2005,486,http://www.atpworldtour.com/en/scores/archive/manerbio/486/2005/results,manerbio,Manerbio,http://www.atpworldtour.com/en/scores/archive/manerbio/486/2005/draws,http://www.protennislive.com/posting/2005/486/mds.pdf,Outdoor,Clay,ch,20050822,,32,32,50000,$,ITA
2005-659,Bukhara,2005,659,http://www.atpworldtour.com/en/scores/archive/bukhara/659/2005/results,bukhara,Bukhara,http://www.atpworldtour.com/en/scores/archive/bukhara/659/2005/draws,http://www.protennislive.com/posting/2005/659/mds.pdf,Outdoor,Hard,ch,20050822,,32,32,25000,$,UZB
2005-251,Kiev,2005,251,http://www.atpworldtour.com/en/scores/archive/kiev/251/2005/results,kiev,Kiev,http://www.atpworldtour.com/en/scores/archive/kiev/251/2005/draws,http://www.protennislive.com/posting/2005/251/mds.pdf,Outdoor,Clay,ch,20050829,,32,32,50000,$,UKR
2005-446,Freudenstadt,2005,446,http://www.atpworldtour.com/en/scores/archive/freudenstadt/446/2005/results,freudenstadt,Freudenstadt,http://www.atpworldtour.com/en/scores/archive/freudenstadt/446/2005/draws,http://www.protennislive.com/posting/2005/446/mds.pdf,Outdoor,Clay,ch,20050829,,32,32,25000,$,GER
2005-560,US Open,2005,560,http://www.atpworldtour.com/en/scores/archive/us-open/560/2005/results,us-open,New York,http://www.atpworldtour.com/en/scores/archive/us-open/560/2005/draws,http://www.protennislive.com/posting/2005/560/mds.pdf,Outdoor,Hard,gs,20050829,,128,128,8200000,$,USA
2005-1606,Donetsk,2005,1606,http://www.atpworldtour.com/en/scores/archive/donetsk/1606/2005/results,donetsk,Donetsk,http://www.atpworldtour.com/en/scores/archive/donetsk/1606/2005/draws,http://www.protennislive.com/posting/2005/1606/mds.pdf,Outdoor,Hard,ch,20050905,,32,32,25000,$,UKR
2005-1763,Genova,2005,1763,http://www.atpworldtour.com/en/scores/archive/genova/1763/2005/results,genova,Genova,http://www.atpworldtour.com/en/scores/archive/genova/1763/2005/draws,http://www.protennislive.com/posting/2005/1763/mds.pdf,Outdoor,Clay,ch,20050905,,32,32,25000,$,ITA
2005-226,Istanbul,2005,226,http://www.atpworldtour.com/en/scores/archive/istanbul/226/2005/results,istanbul,Istanbul,http://www.atpworldtour.com/en/scores/archive/istanbul/226/2005/draws,http://www.protennislive.com/posting/2005/226/mds.pdf,Outdoor,Hard,ch,20050905,,32,32,75000,$,TUR
2005-696,Brasov,2005,696,http://www.atpworldtour.com/en/scores/archive/brasov/696/2005/results,brasov,Brasov,http://www.atpworldtour.com/en/scores/archive/brasov/696/2005/draws,http://www.protennislive.com/posting/2005/696/mds.pdf,Outdoor,Clay,ch,20050905,,32,32,25000,$,ROU
2005-2273,Orleans,2005,2273,http://www.atpworldtour.com/en/scores/archive/orleans/2273/2005/results,orleans,Orleans,http://www.atpworldtour.com/en/scores/archive/orleans/2273/2005/draws,http://www.protennislive.com/posting/2005/2273/mds.pdf,Indoor,Hard,ch,20050912,,32,32,75000,$,FRA
2005-2274,Budapest,2005,2274,http://www.atpworldtour.com/en/scores/archive/budapest/2274/2005/results,budapest,Budapest,http://www.atpworldtour.com/en/scores/archive/budapest/2274/2005/draws,http://www.protennislive.com/posting/2005/2274/mds.pdf,Outdoor,Clay,ch,20050912,,32,32,25000,$,HUN
2005-747,Beijing,2005,747,http://www.atpworldtour.com/en/scores/archive/beijing/747/2005/results,beijing,Beijing,http://www.atpworldtour.com/en/scores/archive/beijing/747/2005/draws,http://www.protennislive.com/posting/2005/747/mds.pdf,Outdoor,Hard,atp,20050912,,32,32,500000,$,CHN
2005-773,Bucharest,2005,773,http://www.atpworldtour.com/en/scores/archive/bucharest/773/2005/results,bucharest,Bucharest,http://www.atpworldtour.com/en/scores/archive/bucharest/773/2005/draws,http://www.protennislive.com/posting/2005/773/mds.pdf,Outdoor,Clay,atp,20050912,,32,32,380000,$,ROU
