id,name,year,code,url,slug,location,sgl_draw_url,sgl_pdf_url,indoor_outdoor,surface,series_id,start_dtm,finish_dtm,sgl_draw_qty,dbl_draw_qty,prize_money,prize_currency,country_code 
2012-1796,St. Brieuc,2012,1796,http://www.atpworldtour.com/en/scores/archive/st-brieuc/1796/2012/results,st-brieuc,St. Brieuc,http://www.atpworldtour.com/en/scores/archive/st-brieuc/1796/2012/draws,http://www.protennislive.com/posting/2012/1796/mds.pdf,Indoor,Clay,ch,20120402,,32,32,30000,€,FRA
2012-213,San Luis Potosi,2012,213,http://www.atpworldtour.com/en/scores/archive/san-luis-potosi/213/2012/results,san-luis-potosi,San Luis Potosi,http://www.atpworldtour.com/en/scores/archive/san-luis-potosi/213/2012/draws,http://www.protennislive.com/posting/2012/213/mds.pdf,Outdoor,Clay,ch,20120402,,32,32,35000,$,MEX
2012-60,Barletta,2012,60,http://www.atpworldtour.com/en/scores/archive/barletta/60/2012/results,barletta,Barletta,http://www.atpworldtour.com/en/scores/archive/barletta/60/2012/draws,http://www.protennislive.com/posting/2012/60/mds.pdf,Outdoor,Clay,ch,20120402,,32,32,30000,€,ITA
2012-692,Tallahassee,2012,692,http://www.atpworldtour.com/en/scores/archive/tallahassee/692/2012/results,tallahassee,Tallahassee,http://www.atpworldtour.com/en/scores/archive/tallahassee/692/2012/draws,http://www.protennislive.com/posting/2012/692/mds.pdf,Outdoor,Hard,ch,20120402,,32,32,50000,$,USA
2012-1539,Leon,2012,1539,http://www.atpworldtour.com/en/scores/archive/leon/1539/2012/results,leon,Leon,http://www.atpworldtour.com/en/scores/archive/leon/1539/2012/draws,http://www.protennislive.com/posting/2012/1539/mds.pdf,Outdoor,Hard,ch,20120409,,32,32,35000,$,MEX
2012-3407,Blumenau,2012,3407,http://www.atpworldtour.com/en/scores/archive/blumenau/3407/2012/results,blumenau,Blumenau,http://www.atpworldtour.com/en/scores/archive/blumenau/3407/2012/draws,http://www.protennislive.com/posting/2012/3407/mds.pdf,Outdoor,Clay,ch,20120409,,32,32,35000,$,BRA
2012-360,Casablanca,2012,360,http://www.atpworldtour.com/en/scores/archive/casablanca/360/2012/results,casablanca,Casablanca,http://www.atpworldtour.com/en/scores/archive/casablanca/360/2012/draws,http://www.protennislive.com/posting/2012/360/mds.pdf,Outdoor,Clay,atp,20120409,,28,28,450000,€,MAR
2012-5063,Pereira,2012,5063,http://www.atpworldtour.com/en/scores/archive/pereira/5063/2012/results,pereira,Pereira,http://www.atpworldtour.com/en/scores/archive/pereira/5063/2012/draws,http://www.protennislive.com/posting/2012/5063/mds.pdf,Outdoor,Clay,ch,20120409,,32,32,50000,$,COL
2012-6488,Mersin,2012,6488,http://www.atpworldtour.com/en/scores/archive/mersin/6488/2012/results,mersin,Mersin,http://www.atpworldtour.com/en/scores/archive/mersin/6488/2012/draws,http://www.protennislive.com/posting/2012/6488/mds.pdf,Outdoor,Clay,ch,20120409,,32,32,42500,€,TUR
2012-717,Houston,2012,717,http://www.atpworldtour.com/en/scores/archive/houston/717/2012/results,houston,Houston,http://www.atpworldtour.com/en/scores/archive/houston/717/2012/draws,http://www.protennislive.com/posting/2012/717/mds.pdf,Outdoor,Clay,atp,20120409,,28,28,500000,$,USA
2012-410,ATP Masters 1000 Monte Carlo,2012,410,http://www.atpworldtour.com/en/scores/archive/monte-carlo/410/2012/results,monte-carlo,Monte Carlo,http://www.atpworldtour.com/en/scores/archive/monte-carlo/410/2012/draws,http://www.protennislive.com/posting/2012/410/mds.pdf,Outdoor,Clay,1000,20120415,,56,56,2744225,€,MON
2012-2151,Rome,2012,2151,http://www.atpworldtour.com/en/scores/archive/rome/2151/2012/results,rome,Rome,http://www.atpworldtour.com/en/scores/archive/rome/2151/2012/draws,http://www.protennislive.com/posting/2012/2151/mds.pdf,Outdoor,Clay,ch,20120416,,32,32,30000,€,ITA
2012-5069,Sarasota,2012,5069,http://www.atpworldtour.com/en/scores/archive/sarasota/5069/2012/results,sarasota,Sarasota,http://www.atpworldtour.com/en/scores/archive/sarasota/5069/2012/draws,http://www.protennislive.com/posting/2012/5069/mds.pdf,Outdoor,Clay,ch,20120416,,32,32,100000,$,USA
2012-6256,Santos,2012,6256,http://www.atpworldtour.com/en/scores/archive/santos/6256/2012/results,santos,Santos,http://www.atpworldtour.com/en/scores/archive/santos/6256/2012/draws,http://www.protennislive.com/posting/2012/6256/mds.pdf,Outdoor,Clay,ch,20120416,,32,32,35000,$,BRA
2012-425,Barcelona,2012,425,http://www.atpworldtour.com/en/scores/archive/barcelona/425/2012/results,barcelona,Barcelona,http://www.atpworldtour.com/en/scores/archive/barcelona/425/2012/draws,http://www.protennislive.com/posting/2012/425/mds.pdf,Outdoor,Clay,atp,20120423,,56,56,2072500,€,ESP
2012-443,Napoli,2012,443,http://www.atpworldtour.com/en/scores/archive/napoli/443/2012/results,napoli,Napoli,http://www.atpworldtour.com/en/scores/archive/napoli/443/2012/draws,http://www.protennislive.com/posting/2012/443/mds.pdf,Outdoor,Clay,ch,20120423,,32,32,30000,€,ITA
2012-5067,Savannah,2012,5067,http://www.atpworldtour.com/en/scores/archive/savannah/5067/2012/results,savannah,Savannah,http://www.atpworldtour.com/en/scores/archive/savannah/5067/2012/draws,http://www.protennislive.com/posting/2012/5067/mds.pdf,Outdoor,Clay,ch,20120423,,32,32,50000,$,USA
2012-6490,Kaohsiung,2012,6490,http://www.atpworldtour.com/en/scores/archive/kaohsiung/6490/2012/results,kaohsiung,Kaohsiung,http://www.atpworldtour.com/en/scores/archive/kaohsiung/6490/2012/draws,http://www.protennislive.com/posting/2012/6490/mds.pdf,Outdoor,Hard,ch,20120423,,32,32,125000,$,TPE
2012-6492,Sao Paulo 2,2012,6492,http://www.atpworldtour.com/en/scores/archive/sao-paulo/6492/2012/results,sao-paulo,Sao Paulo,http://www.atpworldtour.com/en/scores/archive/sao-paulo/6492/2012/draws,http://www.protennislive.com/posting/2012/6492/mds.pdf,Outdoor,Clay,ch,20120423,,32,32,35000,$,BRA
2012-773,Bucharest,2012,773,http://www.atpworldtour.com/en/scores/archive/bucharest/773/2012/results,bucharest,Bucharest,http://www.atpworldtour.com/en/scores/archive/bucharest/773/2012/draws,http://www.protennislive.com/posting/2012/773/mds.pdf,Outdoor,Clay,atp,20120423,,28,28,450000,€,ROU
2012-1541,Tunis,2012,1541,http://www.atpworldtour.com/en/scores/archive/tunis/1541/2012/results,tunis,Tunis,http://www.atpworldtour.com/en/scores/archive/tunis/1541/2012/draws,http://www.protennislive.com/posting/2012/1541/mds.pdf,Outdoor,Clay,ch,20120430,,32,32,125000,$,TUN
2012-1797,Ostrava,2012,1797,http://www.atpworldtour.com/en/scores/archive/ostrava/1797/2012/results,ostrava,Ostrava,http://www.atpworldtour.com/en/scores/archive/ostrava/1797/2012/draws,http://www.protennislive.com/posting/2012/1797/mds.pdf,Outdoor,Clay,ch,20120430,,32,32,42500,€,CZE
2012-308,Munich,2012,308,http://www.atpworldtour.com/en/scores/archive/munich/308/2012/results,munich,Munich,http://www.atpworldtour.com/en/scores/archive/munich/308/2012/draws,http://www.protennislive.com/posting/2012/308/mds.pdf,Outdoor,Clay,atp,20120430,,28,28,450000,€,GER
2012-468,Estoril,2012,468,http://www.atpworldtour.com/en/scores/archive/estoril/468/2012/results,estoril,Estoril,http://www.atpworldtour.com/en/scores/archive/estoril/468/2012/draws,http://www.protennislive.com/posting/2012/468/mds.pdf,Outdoor,Clay,atp,20120430,,28,28,450000,€,POR
2012-5053,Belgrade,2012,5053,http://www.atpworldtour.com/en/scores/archive/belgrade/5053/2012/results,belgrade,Belgrade,http://www.atpworldtour.com/en/scores/archive/belgrade/5053/2012/draws,http://www.protennislive.com/posting/2012/5053/mds.pdf,Outdoor,Clay,atp,20120430,,28,28,418700,€,SRB
2012-1536,ATP Masters 1000 Madrid,2012,1536,http://www.atpworldtour.com/en/scores/archive/madrid/1536/2012/results,madrid,Madrid,http://www.atpworldtour.com/en/scores/archive/madrid/1536/2012/draws,http://www.protennislive.com/posting/2012/1536/mds.pdf,Outdoor,Clay,1000,20120506,,56,56,3973695,€,ESP
2012-1741,Busan,2012,1741,http://www.atpworldtour.com/en/scores/archive/busan/1741/2012/results,busan,Busan,http://www.atpworldtour.com/en/scores/archive/busan/1741/2012/draws,http://www.protennislive.com/posting/2012/1741/mds.pdf,Outdoor,Hard,ch,20120507,,32,32,75000,$,KOR
2012-3801,Athens,2012,3801,http://www.atpworldtour.com/en/scores/archive/athens/3801/2012/results,athens,Athens,http://www.atpworldtour.com/en/scores/archive/athens/3801/2012/draws,http://www.protennislive.com/posting/2012/3801/mds.pdf,Outdoor,Hard,ch,20120507,,32,32,42500,€,GRE
2012-5057,Rome-2,2012,5057,http://www.atpworldtour.com/en/scores/archive/rome/5057/2012/results,rome,Rome,http://www.atpworldtour.com/en/scores/archive/rome/5057/2012/draws,http://www.protennislive.com/posting/2012/5057/mds.pdf,Outdoor,Clay,ch,20120507,,32,32,30000,€,ITA
2012-600,Prague,2012,600,http://www.atpworldtour.com/en/scores/archive/prague/600/2012/results,prague,Prague,http://www.atpworldtour.com/en/scores/archive/prague/600/2012/draws,http://www.protennislive.com/posting/2012/600/mds.pdf,Outdoor,Clay,ch,20120507,,32,32,85000,€,CZE
2012-6532,Rio Quente,2012,6532,http://www.atpworldtour.com/en/scores/archive/rio-quente/6532/2012/results,rio-quente,Rio Quente,http://www.atpworldtour.com/en/scores/archive/rio-quente/6532/2012/draws,http://www.protennislive.com/posting/2012/6532/mds.pdf,Outdoor,Hard,ch,20120507,,32,32,35000,$,BRA
2012-416,ATP Masters 1000 Rome,2012,416,http://www.atpworldtour.com/en/scores/archive/rome/416/2012/results,rome,Rome,http://www.atpworldtour.com/en/scores/archive/rome/416/2012/draws,http://www.protennislive.com/posting/2012/416/mds.pdf,Outdoor,Clay,1000,20120513,,56,56,2950475,€,ITA
2012-3824,Bordeaux,2012,3824,http://www.atpworldtour.com/en/scores/archive/bordeaux/3824/2012/results,bordeaux,Bordeaux,http://www.atpworldtour.com/en/scores/archive/bordeaux/3824/2012/draws,http://www.protennislive.com/posting/2012/3824/mds.pdf,Outdoor,Clay,ch,20120514,,32,32,85000,€,FRA
2012-603,Fergana,2012,603,http://www.atpworldtour.com/en/scores/archive/fergana/603/2012/results,fergana,Fergana,http://www.atpworldtour.com/en/scores/archive/fergana/603/2012/draws,http://www.protennislive.com/posting/2012/603/mds.pdf,Outdoor,Hard,ch,20120514,,32,32,35000,$,UZB
2012-6120,Nice,2012,6120,http://www.atpworldtour.com/en/scores/archive/nice/6120/2012/results,nice,Nice,http://www.atpworldtour.com/en/scores/archive/nice/6120/2012/draws,http://www.protennislive.com/posting/2012/6120/mds.pdf,Outdoor,Clay,atp,20120520,,28,28,450000,€,FRA
2012-615,World Team Championship,2012,615,http://www.atpworldtour.com/en/scores/archive/dusseldorf/615/2012/results,dusseldorf,Dusseldorf,http://www.atpworldtour.com/en/scores/archive/dusseldorf/615/2012/draws,http://www.protennislive.com/posting/2012/615/mds.pdf,Outdoor,Clay,atp,20120520,,32,32,1300000,€,GER
2012-520,Roland Garros,2012,520,http://www.atpworldtour.com/en/scores/archive/roland-garros/520/2012/results,roland-garros,Paris,http://www.atpworldtour.com/en/scores/archive/roland-garros/520/2012/draws,http://www.protennislive.com/posting/2012/520/mds.pdf,Outdoor,Clay,gs,20120527,,128,128,8487000,€,FRA
2012-558,Prostejov,2012,558,http://www.atpworldtour.com/en/scores/archive/prostejov/558/2012/results,prostejov,Prostejov,http://www.atpworldtour.com/en/scores/archive/prostejov/558/2012/draws,http://www.protennislive.com/posting/2012/558/mds.pdf,Outdoor,Clay,ch,20120604,,32,32,106500,€,CZE
2012-1631,Nottingham,2012,1631,http://www.atpworldtour.com/en/scores/archive/nottingham/1631/2012/results,nottingham,Nottingham,http://www.atpworldtour.com/en/scores/archive/nottingham/1631/2012/draws,http://www.protennislive.com/posting/2012/1631/mds.pdf,Outdoor,Grass,ch,20120605,,32,32,64000,€,GBR
2012-396,Furth,2012,396,http://www.atpworldtour.com/en/scores/archive/furth/396/2012/results,furth,Furth,http://www.atpworldtour.com/en/scores/archive/furth/396/2012/draws,http://www.protennislive.com/posting/2012/396/mds.pdf,Outdoor,Clay,ch,20120605,,32,32,30000,€,GER
2012-5049,Caltanissetta,2012,5049,http://www.atpworldtour.com/en/scores/archive/caltanissetta/5049/2012/results,caltanissetta,Caltanissetta,http://www.atpworldtour.com/en/scores/archive/caltanissetta/5049/2012/draws,http://www.protennislive.com/posting/2012/5049/mds.pdf,Outdoor,Clay,ch,20120605,,32,32,64000,€,ITA
2012-2208,Monza,2012,2208,http://www.atpworldtour.com/en/scores/archive/monza/2208/2012/results,monza,Monza,http://www.atpworldtour.com/en/scores/archive/monza/2208/2012/draws,http://www.protennislive.com/posting/2012/2208/mds.pdf,Outdoor,Clay,ch,20120611,,32,32,64000,€,ITA
2012-311,London / Queen's Club,2012,311,http://www.atpworldtour.com/en/scores/archive/london/311/2012/results,london,London,http://www.atpworldtour.com/en/scores/archive/london/311/2012/draws,http://www.protennislive.com/posting/2012/311/mds.pdf,Outdoor,Grass,atp,20120611,,56,56,711550,€,GBR
2012-500,Halle,2012,500,http://www.atpworldtour.com/en/scores/archive/halle/500/2012/results,halle,Halle,http://www.atpworldtour.com/en/scores/archive/halle/500/2012/draws,http://www.protennislive.com/posting/2012/500/mds.pdf,Outdoor,Grass,atp,20120611,,28,28,750000,€,GER
2012-6286,Nottingham-2,2012,6286,http://www.atpworldtour.com/en/scores/archive/nottingham/6286/2012/results,nottingham,Nottingham,http://www.atpworldtour.com/en/scores/archive/nottingham/6286/2012/draws,http://www.protennislive.com/posting/2012/6286/mds.pdf,Outdoor,Grass,ch,20120611,,32,32,64000,€,GBR
2012-853,Kosice,2012,853,http://www.atpworldtour.com/en/scores/archive/kosice/853/2012/results,kosice,Kosice,http://www.atpworldtour.com/en/scores/archive/kosice/853/2012/draws,http://www.protennislive.com/posting/2012/853/mds.pdf,Outdoor,Clay,ch,20120611,,32,32,30000,€,SVK
2012-440,s-Hertogenbosch,2012,440,http://www.atpworldtour.com/en/scores/archive/s-hertogenbosch/440/2012/results,s-hertogenbosch,s-Hertogenbosch,http://www.atpworldtour.com/en/scores/archive/s-hertogenbosch/440/2012/draws,http://www.protennislive.com/posting/2012/440/mds.pdf,Outdoor,Grass,atp,20120617,,32,32,450000,€,NED
2012-741,Eastbourne,2012,741,http://www.atpworldtour.com/en/scores/archive/eastbourne/741/2012/results,eastbourne,Eastbourne,http://www.atpworldtour.com/en/scores/archive/eastbourne/741/2012/draws,http://www.protennislive.com/posting/2012/741/mds.pdf,Outdoor,Grass,atp,20120618,,28,28,455700,€,GBR
2012-3463,Milan,2012,3463,http://www.atpworldtour.com/en/scores/archive/milan/3463/2012/results,milan,Milan,http://www.atpworldtour.com/en/scores/archive/milan/3463/2012/draws,http://www.protennislive.com/posting/2012/3463/mds.pdf,Outdoor,Clay,ch,20120625,,32,32,30000,€,ITA
2012-540,Wimbledon,2012,540,http://www.atpworldtour.com/en/scores/archive/wimbledon/540/2012/results,wimbledon,London,http://www.atpworldtour.com/en/scores/archive/wimbledon/540/2012/draws,http://www.protennislive.com/posting/2012/540/mds.pdf,Outdoor,Grass,gs,20120625,,128,128,7285200,£,GBR
2012-6156,Marburg,2012,6156,http://www.atpworldtour.com/en/scores/archive/marburg/6156/2012/results,marburg,Marburg,http://www.atpworldtour.com/en/scores/archive/marburg/6156/2012/draws,http://www.protennislive.com/posting/2012/6156/mds.pdf,Outdoor,Clay,ch,20120625,,32,32,30000,€,GER
2012-228,Winnetka,2012,228,http://www.atpworldtour.com/en/scores/archive/winnetka/228/2012/results,winnetka,Winnetka,http://www.atpworldtour.com/en/scores/archive/winnetka/228/2012/draws,http://www.protennislive.com/posting/2012/228/mds.pdf,Outdoor,Hard,ch,20120702,,32,32,50000,$,USA
2012-526,Braunschweig,2012,526,http://www.atpworldtour.com/en/scores/archive/braunschweig/526/2012/results,braunschweig,Braunschweig,http://www.atpworldtour.com/en/scores/archive/braunschweig/526/2012/draws,http://www.protennislive.com/posting/2012/526/mds.pdf,Outdoor,Clay,ch,20120702,,32,32,106500,€,GER
2012-6579,Lima,2012,6579,http://www.atpworldtour.com/en/scores/archive/lima/6579/2012/results,lima,Lima,http://www.atpworldtour.com/en/scores/archive/lima/6579/2012/draws,http://www.protennislive.com/posting/2012/6579/mds.pdf,Outdoor,Clay,ch,20120702,,32,32,50000,$,PER
2012-6564,Arad,2012,6564,http://www.atpworldtour.com/en/scores/archive/arad/6564/2012/results,arad,Arad,http://www.atpworldtour.com/en/scores/archive/arad/6564/2012/draws,http://www.protennislive.com/posting/2012/6564/mds.pdf,Outdoor,Clay,ch,20120703,,32,32,30000,€,ROU
2012-6566,Panama City,2012,6566,http://www.atpworldtour.com/en/scores/archive/panama-city/6566/2012/results,panama-city,Panama City,http://www.atpworldtour.com/en/scores/archive/panama-city/6566/2012/draws,http://www.protennislive.com/posting/2012/6566/mds.pdf,Outdoor,Clay,ch,20120703,,32,32,35000,$,PAN
2012-315,Newport,2012,315,http://www.atpworldtour.com/en/scores/archive/newport/315/2012/results,newport,Newport,http://www.atpworldtour.com/en/scores/archive/newport/315/2012/draws,http://www.protennislive.com/posting/2012/315/mds.pdf,Outdoor,Grass,atp,20120709,,32,32,455750,$,USA
2012-316,Bastad,2012,316,http://www.atpworldtour.com/en/scores/archive/bstad/316/2012/results,bstad,B†stad,http://www.atpworldtour.com/en/scores/archive/bstad/316/2012/draws,http://www.protennislive.com/posting/2012/316/mds.pdf,Outdoor,Clay,atp,20120709,,28,28,410175,€,SWE
2012-321,Stuttgart,2012,321,http://www.atpworldtour.com/en/scores/archive/stuttgart/321/2012/results,stuttgart,Stuttgart,http://www.atpworldtour.com/en/scores/archive/stuttgart/321/2012/draws,http://www.protennislive.com/posting/2012/321/mds.pdf,Outdoor,Clay,atp,20120709,,28,28,410175,€,GER
2012-3945,San Benedetto,2012,3945,http://www.atpworldtour.com/en/scores/archive/san-benedetto/3945/2012/results,san-benedetto,San Benedetto,http://www.atpworldtour.com/en/scores/archive/san-benedetto/3945/2012/draws,http://www.protennislive.com/posting/2012/3945/mds.pdf,Outdoor,Clay,ch,20120709,,32,32,30000,€,ITA
2012-439,Umag,2012,439,http://www.atpworldtour.com/en/scores/archive/umag/439/2012/results,umag,Umag,http://www.atpworldtour.com/en/scores/archive/umag/439/2012/draws,http://www.protennislive.com/posting/2012/439/mds.pdf,Outdoor,Clay,atp,20120709,,28,28,410175,€,CRO
2012-576,Bogota,2012,576,http://www.atpworldtour.com/en/scores/archive/bogota/576/2012/results,bogota,Bogota,http://www.atpworldtour.com/en/scores/archive/bogota/576/2012/draws,http://www.protennislive.com/posting/2012/576/mds.pdf,Outdoor,Clay,ch,20120709,,32,32,125000,$,COL
2012-6570,Timisoara,2012,6570,http://www.atpworldtour.com/en/scores/archive/timisoara/6570/2012/results,timisoara,Timisoara,http://www.atpworldtour.com/en/scores/archive/timisoara/6570/2012/draws,http://www.protennislive.com/posting/2012/6570/mds.pdf,Outdoor,Clay,ch,20120709,,32,32,30000,€,ROU
2012-686,Scheveningen,2012,686,http://www.atpworldtour.com/en/scores/archive/scheveningen/686/2012/results,scheveningen,Scheveningen,http://www.atpworldtour.com/en/scores/archive/scheveningen/686/2012/draws,http://www.protennislive.com/posting/2012/686/mds.pdf,Outdoor,Clay,ch,20120709,,32,32,42500,€,NED
2012-1743,Recanati,2012,1743,http://www.atpworldtour.com/en/scores/archive/recanati/1743/2012/results,recanati,Recanati,http://www.atpworldtour.com/en/scores/archive/recanati/1743/2012/draws,http://www.protennislive.com/posting/2012/1743/mds.pdf,Outdoor,Hard,ch,20120716,,32,32,30000,€,ITA
2012-314,Gstaad,2012,314,http://www.atpworldtour.com/en/scores/archive/gstaad/314/2012/results,gstaad,Gstaad,http://www.atpworldtour.com/en/scores/archive/gstaad/314/2012/draws,http://www.protennislive.com/posting/2012/314/mds.pdf,Outdoor,Clay,atp,20120716,,28,28,410175,€,SUI
2012-3468,Penza,2012,3468,http://www.atpworldtour.com/en/scores/archive/penza/3468/2012/results,penza,Penza,http://www.atpworldtour.com/en/scores/archive/penza/3468/2012/draws,http://www.protennislive.com/posting/2012/3468/mds.pdf,Outdoor,Hard,ch,20120716,,32,32,50000,$,RUS
2012-414,Hamburg,2012,414,http://www.atpworldtour.com/en/scores/archive/hamburg/414/2012/results,hamburg,Hamburg,http://www.atpworldtour.com/en/scores/archive/hamburg/414/2012/draws,http://www.protennislive.com/posting/2012/414/mds.pdf,Outdoor,Clay,atp,20120716,,32,32,1015000,€,GER
2012-6116,Atlanta,2012,6116,http://www.atpworldtour.com/en/scores/archive/atlanta/6116/2012/results,atlanta,Atlanta,http://www.atpworldtour.com/en/scores/archive/atlanta/6116/2012/draws,http://www.protennislive.com/posting/2012/6116/mds.pdf,Outdoor,Hard,atp,20120716,,28,28,546900,$,USA
2012-6572,An-Ning,2012,6572,http://www.atpworldtour.com/en/scores/archive/an-ning/6572/2012/results,an-ning,An-Ning,http://www.atpworldtour.com/en/scores/archive/an-ning/6572/2012/draws,http://www.protennislive.com/posting/2012/6572/mds.pdf,Outdoor,Clay,ch,20120716,,32,32,50000,$,CHN
2012-6574,Bercuit,2012,6574,http://www.atpworldtour.com/en/scores/archive/bercuit/6574/2012/results,bercuit,Bercuit,http://www.atpworldtour.com/en/scores/archive/bercuit/6574/2012/draws,http://www.protennislive.com/posting/2012/6574/mds.pdf,Outdoor,Clay,ch,20120716,,32,32,42500,€,BEL
2012-670,Binghamton,2012,670,http://www.atpworldtour.com/en/scores/archive/binghamton/670/2012/results,binghamton,Binghamton,http://www.atpworldtour.com/en/scores/archive/binghamton/670/2012/draws,http://www.protennislive.com/posting/2012/670/mds.pdf,Outdoor,Hard,ch,20120716,,32,32,50000,$,USA
2012-786,Poznan,2012,786,http://www.atpworldtour.com/en/scores/archive/poznan/786/2012/results,poznan,Poznan,http://www.atpworldtour.com/en/scores/archive/poznan/786/2012/draws,http://www.protennislive.com/posting/2012/786/mds.pdf,Outdoor,Clay,ch,20120716,,32,32,30000,€,POL
2012-877,Granby,2012,877,http://www.atpworldtour.com/en/scores/archive/granby/877/2012/results,granby,Granby,http://www.atpworldtour.com/en/scores/archive/granby/877/2012/draws,http://www.protennislive.com/posting/2012/877/mds.pdf,Outdoor,Hard,ch,20120716,,32,32,50000,$,CAN
2012-319,Kitzbühel,2012,319,http://www.atpworldtour.com/en/scores/archive/kitzbuhel/319/2012/results,kitzbuhel,Kitzbuhel,http://www.atpworldtour.com/en/scores/archive/kitzbuhel/319/2012/draws,http://www.protennislive.com/posting/2012/319/mds.pdf,Outdoor,Clay,atp,20120722,,28,28,410175,€,AUT
2012-221,Tampere,2012,221,http://www.atpworldtour.com/en/scores/archive/tampere/221/2012/results,tampere,Tampere,http://www.atpworldtour.com/en/scores/archive/tampere/221/2012/draws,http://www.protennislive.com/posting/2012/221/mds.pdf,Outdoor,Clay,ch,20120723,,32,32,42500,€,FIN
2012-3618,Astana,2012,3618,http://www.atpworldtour.com/en/scores/archive/astana/3618/2012/results,astana,Astana,http://www.atpworldtour.com/en/scores/archive/astana/3618/2012/draws,http://www.protennislive.com/posting/2012/3618/mds.pdf,Outdoor,Hard,ch,20120723,,32,32,125000,$,KAZ
2012-423,Los Angeles,2012,423,http://www.atpworldtour.com/en/scores/archive/los-angeles/423/2012/results,los-angeles,Los Angeles,http://www.atpworldtour.com/en/scores/archive/los-angeles/423/2012/draws,http://www.protennislive.com/posting/2012/423/mds.pdf,Outdoor,Hard,atp,20120723,,28,28,638050,$,USA
2012-586,Lexington,2012,586,http://www.atpworldtour.com/en/scores/archive/lexington/586/2012/results,lexington,Lexington,http://www.atpworldtour.com/en/scores/archive/lexington/586/2012/draws,http://www.protennislive.com/posting/2012/586/mds.pdf,Outdoor,Hard,ch,20120723,,32,32,50000,$,USA
2012-6001,Orbetello,2012,6001,http://www.atpworldtour.com/en/scores/archive/orbetello/6001/2012/results,orbetello,Orbetello,http://www.atpworldtour.com/en/scores/archive/orbetello/6001/2012/draws,http://www.protennislive.com/posting/2012/6001/mds.pdf,Outdoor,Clay,ch,20120723,,32,32,30000,€,ITA
2012-6576,Wuhan,2012,6576,http://www.atpworldtour.com/en/scores/archive/wuhan/6576/2012/results,wuhan,Wuhan,http://www.atpworldtour.com/en/scores/archive/wuhan/6576/2012/draws,http://www.protennislive.com/posting/2012/6576/mds.pdf,Outdoor,Hard,ch,20120723,,32,32,50000,$,CHN
2012-833,Oberstaufen,2012,833,http://www.atpworldtour.com/en/scores/archive/oberstaufen/833/2012/results,oberstaufen,Oberstaufen,http://www.atpworldtour.com/en/scores/archive/oberstaufen/833/2012/draws,http://www.protennislive.com/posting/2012/833/mds.pdf,Outdoor,Clay,ch,20120723,,32,32,30000,€,GER
2012-96,London Olympics,2012,96,http://www.atpworldtour.com/en/scores/archive/london/96/2012/results,london,London,http://www.atpworldtour.com/en/scores/archive/london/96/2012/draws,http://www.protennislive.com/posting/2012/96/mds.pdf,Outdoor,Grass,og,20120725,,64,64,,,GBR
2012-2121,Manta,2012,2121,http://www.atpworldtour.com/en/scores/archive/manta/2121/2012/results,manta,Manta,http://www.atpworldtour.com/en/scores/archive/manta/2121/2012/draws,http://www.protennislive.com/posting/2012/2121/mds.pdf,Outdoor,Hard,ch,20120730,,32,32,35000,$,ECU
2012-254,Vancouver,2012,254,http://www.atpworldtour.com/en/scores/archive/vancouver/254/2012/results,vancouver,Vancouver,http://www.atpworldtour.com/en/scores/archive/vancouver/254/2012/draws,http://www.protennislive.com/posting/2012/254/mds.pdf,Outdoor,Hard,ch,20120730,,32,32,100000,$,CAN
2012-418,Washington,2012,418,http://www.atpworldtour.com/en/scores/archive/washington/418/2012/results,washington,Washington,http://www.atpworldtour.com/en/scores/archive/washington/418/2012/draws,http://www.protennislive.com/posting/2012/418/mds.pdf,Outdoor,Hard,atp,20120730,,32,32,1286260,$,USA
2012-6167,Beijing,2012,6167,http://www.atpworldtour.com/en/scores/archive/beijing/6167/2012/results,beijing,Beijing,http://www.atpworldtour.com/en/scores/archive/beijing/6167/2012/draws,http://www.protennislive.com/posting/2012/6167/mds.pdf,Outdoor,Hard,ch,20120730,,32,32,75000,$,CHN
2012-421,ATP Masters 1000 Canada,2012,421,http://www.atpworldtour.com/en/scores/archive/toronto/421/2012/results,toronto,Toronto,http://www.atpworldtour.com/en/scores/archive/toronto/421/2012/draws,http://www.protennislive.com/posting/2012/421/mds.pdf,Outdoor,Hard,1000,20120806,,48,48,3218700,$,CAN
2012-447,Samarkand,2012,447,http://www.atpworldtour.com/en/scores/archive/samarkand/447/2012/results,samarkand,Samarkand,http://www.atpworldtour.com/en/scores/archive/samarkand/447/2012/draws,http://www.protennislive.com/posting/2012/447/mds.pdf,Outdoor,Clay,ch,20120806,,32,32,35000,$,UZB
2012-467,Aptos,2012,467,http://www.atpworldtour.com/en/scores/archive/aptos/467/2012/results,aptos,Aptos,http://www.atpworldtour.com/en/scores/archive/aptos/467/2012/draws,http://www.protennislive.com/posting/2012/467/mds.pdf,Outdoor,Hard,ch,20120806,,32,32,100000,$,USA
2012-472,Pozoblanco,2012,472,http://www.atpworldtour.com/en/scores/archive/pozoblanco/472/2012/results,pozoblanco,Pozoblanco,http://www.atpworldtour.com/en/scores/archive/pozoblanco/472/2012/draws,http://www.protennislive.com/posting/2012/472/mds.pdf,Outdoor,Hard,ch,20120806,,32,32,42500,€,ESP
